-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     2200.0000     1029.3548     1300.8792     -3191.2485    2041.8763     1525.2164     -2773.3046    
     2400.0000     1071.6727     1510.9408     -3608.8310    2133.2383     1735.2779     -3190.8871    
     2600.0000     1115.3061     1729.6397     -4044.2874    2220.7412     1953.9768     -3626.3435    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC16H29_A
 ====================================================================================================
   Elemental Composition:
     C 16.0000
     H 29.0000
   Formation Enthalpy at 298K =          -16.6655 kcal/mol
   Formation Free Gibbs Energy at 298K = -81.9032 kcal/mol
   Molecular Weight =                    221.4080 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      105.0237      -16.4561      -82.3418      219.6189      0.2094        -0.4385       
     600.0000      179.9125      27.1540       -163.2745     317.3808      43.8195       -81.3712      
     800.0000      212.9270      66.6271       -232.5181     373.9315      83.2926       -150.6149     
     1000.0000     236.1827      111.6745      -312.4207     424.0952      128.3400      -230.5175     
     1200.0000     252.7828      160.6567      -401.7855     468.7019      177.3222      -319.8823     
     1400.0000     265.7166      212.5434      -499.5921     508.6682      229.2090      -417.6888     
     1600.0000     277.8590      266.8908      -605.0062     544.9357      283.5563      -523.1030     
     1800.0000     291.9708      323.8186      -717.3825     578.4450      340.4841      -635.4792     
     2000.0000     310.6987      383.9871      -836.2623     610.1247      400.6526      -754.3591     
     2200.0000     336.5752      448.5749      -961.3711     640.8845      465.2404      -879.4678     
     2400.0000     372.0187      519.2552      -1092.6140    671.6122      535.9208      -1010.7108    
     2600.0000     419.3335      598.1740      -1230.0715    703.1713      614.8395      -1148.1682    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC30H57_A
 ====================================================================================================
   Elemental Composition:
     C 30.0000
     H 57.0000
   Formation Enthalpy at 298K =          -86.7438 kcal/mol
   Formation Free Gibbs Energy at 298K = -192.1626 kcal/mol
   Molecular Weight =                    417.7860 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      183.1826      -86.3785      -192.8714     354.9762      0.3653        -0.7087       
     600.0000      313.2456      -10.3788      -325.5978     525.3650      76.3650       -133.4352     
     800.0000      370.4327      58.3145       -440.7093     623.7798      145.0583      -248.5466     
     1000.0000     410.9160      136.6819      -574.3658     711.0477      223.4257      -382.2032     
     1200.0000     440.0088      221.9228      -724.4854     788.6735      308.6666      -532.3228     
     1400.0000     462.4809      312.2452      -889.2984     858.2454      398.9890      -697.1357     
     1600.0000     482.5578      406.7567      -1067.3504    921.3169      493.5004      -875.1878     
     1800.0000     503.9212      505.3553      -1257.4900    979.3585      592.0991      -1065.3274    
     2000.0000     529.7087      608.6213      -1458.8497    1033.7355     695.3651      -1266.6871    
     2200.0000     562.5139      717.7078      -1670.8234    1085.6960     804.4516      -1478.6608    
     2400.0000     604.3865      834.2325      -1893.0423    1136.3645     920.9763      -1700.8797    
     2600.0000     656.8320      960.1685      -2125.3498    1186.7378     1046.9123     -1933.1872    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC45H87_A
 ====================================================================================================
   Elemental Composition:
     C 45.0000
     H 87.0000
   Formation Enthalpy at 298K =          -161.8276 kcal/mol
   Formation Free Gibbs Energy at 298K = -310.2977 kcal/mol
   Molecular Weight =                    628.1910 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      266.9242      -161.2954     -311.2959     500.0018      0.5323        -0.9982       
     600.0000      456.1024      -50.5926      -499.5157     748.2052      111.2350      -189.2180     
     800.0000      539.1889      49.4083       -663.7712     891.4744      211.2359      -353.4735     
     1000.0000     598.1302      163.4755      -855.0212     1018.4968     325.3032      -544.7236     
     1200.0000     640.6081      287.5650      -1070.2352    1131.5002     449.3927      -759.9376     
     1400.0000     673.2997      419.0686      -1306.8408    1232.7924     580.8962      -996.5432     
