------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	N         14.00699997
  4.	HE         4.00299978
------------------------------


--------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       N      HE
         Reaction order of species NC30H58(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1837. NC45H92(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + NC45H91(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) 
         k:       1.660000e+09	    0.00      16200.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1838. NC45H90(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) + NC45H89(L) 
         k:       1.660000e+09	    0.00      16200.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1839. NC45H88(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) + NC45H87(L) 
         k:       1.660000e+09	    0.00      16200.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1840. NC60H122(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + NC60H121(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) 
         k:       2.210000e+09	    0.00      16200.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1841. NC60H120(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) + NC60H119(L) 
         k:       2.210000e+09	    0.00      16200.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1842. NC60H118(L) + 2NC45H91_T(L)  => NC8H18 + NC11H22 + 0.533333NC30H60(L) + 0.466667NC45H90(L) + 0.733333NC30H61_T(L) + 0.266667NC45H91_T(L) + NC60H117(L) 
         k:       2.210000e+09	    0.00      16200.00
         Reaction order of species NC60H118(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1843. P-HDPE-P(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + P-NC40H79-P(L) + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) 
         k:       1.780000e+09	    0.00      19300.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1844. P-NC40H81(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + P-NC40H80(L) + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) 
         k:       1.780000e+09	    0.00      19300.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1845. P-NC40H79(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + P-NC40H78(L) + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) 
         k:       1.780000e+09	    0.00      19300.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1846. NC16H34(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + NC16H33(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) 
         k:       7.130000e+08	    0.00      19300.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1847. NC16H32(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) + NC16H31(L) 
         k:       7.130000e+08	    0.00      19300.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1848. NC16H30(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) + NC16H29(L) 
         k:       7.130000e+08	    0.00      19300.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1849. NC30H62(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + NC30H61(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) 
         k:       1.340000e+09	    0.00      19300.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1850. NC30H60(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) + NC30H59(L) 
         k:       1.340000e+09	    0.00      19300.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1851. NC30H58(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) + NC30H57(L) 
         k:       1.340000e+09	    0.00      19300.00
         Reaction order of species NC30H58(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1852. NC45H92(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + NC45H91(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) 
         k:       2.010000e+09	    0.00      19300.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1853. NC45H90(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) + NC45H89(L) 
         k:       2.010000e+09	    0.00      19300.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1854. NC45H88(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) + NC45H87(L) 
         k:       2.010000e+09	    0.00      19300.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1855. NC60H122(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + NC60H121(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) 
         k:       2.670000e+09	    0.00      19300.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1856. NC60H120(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) + NC60H119(L) 
         k:       2.670000e+09	    0.00      19300.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1857. NC60H118(L) + 2NC45H91_T(L)  => NC9H20 + NC12H24 + 0.6NC30H60(L) + 0.4NC45H90(L) + 0.8NC30H61_T(L) + 0.2NC45H91_T(L) + NC60H117(L) 
         k:       2.670000e+09	    0.00      19300.00
         Reaction order of species NC60H118(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1858. P-HDPE-P(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + P-NC40H79-P(L) + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) 
         k:       2.900000e+10	    0.00      23900.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1859. P-NC40H81(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + P-NC40H80(L) + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) 
         k:       2.900000e+10	    0.00      23900.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1860. P-NC40H79(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + P-NC40H78(L) + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) 
         k:       2.900000e+10	    0.00      23900.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1861. NC16H34(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + NC16H33(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) 
         k:       1.160000e+10	    0.00      23900.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1862. NC16H32(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) + NC16H31(L) 
         k:       1.160000e+10	    0.00      23900.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1863. NC16H30(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) + NC16H29(L) 
         k:       1.160000e+10	    0.00      23900.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1864. NC30H62(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + NC30H61(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) 
         k:       2.170000e+10	    0.00      23900.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1865. NC30H60(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) + NC30H59(L) 
         k:       2.170000e+10	    0.00      23900.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1866. NC30H58(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) + NC30H57(L) 
         k:       2.170000e+10	    0.00      23900.00
         Reaction order of species NC30H58(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1867. NC45H92(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + NC45H91(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) 
         k:       3.260000e+10	    0.00      23900.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1868. NC45H90(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) + NC45H89(L) 
         k:       3.260000e+10	    0.00      23900.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1869. NC45H88(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) + NC45H87(L) 
         k:       3.260000e+10	    0.00      23900.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1870. NC60H122(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + NC60H121(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) 
         k:       4.340000e+10	    0.00      23900.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1871. NC60H120(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) + NC60H119(L) 
         k:       4.340000e+10	    0.00      23900.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1872. NC60H118(L) + 2NC45H91_T(L)  => NC10H22 + 0.75NC12H24 + 0.25NC16H32(L) + 0.666667NC30H60(L) + 0.333333NC45H90(L) + 0.866667NC30H61_T(L) + 0.133333NC45H91_T(L) + NC60H117(L) 
         k:       4.340000e+10	    0.00      23900.00
         Reaction order of species NC60H118(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1873. P-HDPE-P(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + P-NC40H79-P(L) + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) 
         k:       3.010000e+09	    0.00      18200.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1874. P-NC40H81(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + P-NC40H80(L) + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) 
         k:       3.010000e+09	    0.00      18200.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1875. P-NC40H79(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + P-NC40H78(L) + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) 
         k:       3.010000e+09	    0.00      18200.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1876. NC16H34(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + NC16H33(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) 
         k:       1.200000e+09	    0.00      18200.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1877. NC16H32(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) + NC16H31(L) 
         k:       1.200000e+09	    0.00      18200.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1878. NC16H30(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) + NC16H29(L) 
         k:       1.200000e+09	    0.00      18200.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1879. NC30H62(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + NC30H61(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) 
         k:       2.250000e+09	    0.00      18200.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1880. NC30H60(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) + NC30H59(L) 
         k:       2.250000e+09	    0.00      18200.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1881. NC30H58(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) + NC30H57(L) 
         k:       2.250000e+09	    0.00      18200.00
         Reaction order of species NC30H58(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1882. NC45H92(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + NC45H91(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) 
         k:       3.380000e+09	    0.00      18200.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1883. NC45H90(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) + NC45H89(L) 
         k:       3.380000e+09	    0.00      18200.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1884. NC45H88(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) + NC45H87(L) 
         k:       3.380000e+09	    0.00      18200.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1885. NC60H122(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + NC60H121(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) 
         k:       4.510000e+09	    0.00      18200.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1886. NC60H120(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) + NC60H119(L) 
         k:       4.510000e+09	    0.00      18200.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1887. NC60H118(L) + 2NC45H91_T(L)  => NC11H24 + 0.5NC12H24 + 0.5NC16H32(L) + 0.733333NC30H60(L) + 0.266667NC45H90(L) + 0.933333NC30H61_T(L) + 0.0666667NC45H91_T(L) + NC60H117(L) 
         k:       4.510000e+09	    0.00      18200.00
         Reaction order of species NC60H118(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1888. P-HDPE-P(L) + 2NC45H91_T(L)  => NC12H26 + 0.25NC12H24 + P-NC40H79-P(L) + 0.75NC16H32(L) + 0.8NC30H60(L) + 0.2NC45H90(L) + NC30H61_T(L) 
         k:       1.250000e+09	    0.00      18300.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1889. P-NC40H81(L) + 2NC45H91_T(L)  => NC12H26 + 0.25NC12H24 + P-NC40H80(L) + 0.75NC16H32(L) + 0.8NC30H60(L) + 0.2NC45H90(L) + NC30H61_T(L) 
         k:       1.250000e+09	    0.00      18300.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H91_T(L)       equal to 1.0000


   1890. P-NC40H79(L) + 2NC45H91_T(L)  => NC12H26 + 0.25NC12H24 + P-NC40H78(L) + 0.75NC16H32(L) + 0.8NC30H60(L) + 0.2NC45H90(L) + NC30H61_T(L) 
